scene,key,display_text,audio_path,audio_file_exists
"letter-vav","common.games.letterStorybook.letters.vav.prompt","איפה האות ו? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/vav/prompt.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.retry","ננסה שוב יחד. מחפשים את האות ו.","/audio/he/games/letter-storybook/letters/vav/retry.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.sound","וו. האות ו.","/audio/he/games/letter-storybook/letters/vav/sound.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.story","דובי פוגש את ורד בשביל האותיות.","/audio/he/games/letter-storybook/letters/vav/story.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.success","יופי! מצאנו את האות ו.","/audio/he/games/letter-storybook/letters/vav/success.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.symbol","ו","/audio/he/games/letter-storybook/letters/vav/symbol.mp3","yes"
"letter-vav","common.games.letterStorybook.letters.vav.word","ורד","/audio/he/games/letter-storybook/letters/vav/word.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.hint1","רמז ראשון: שומעים יוד.","/audio/he/games/letter-storybook/letters/yod/hint1.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.hint2","רמז שני: מחפשים את י בתחילת ילד.","/audio/he/games/letter-storybook/letters/yod/hint2.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.hint3","רמז שלישי: דובי מצביע על י, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/yod/hint3.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.imageAlt","ילד מחייך ומנופף לדובי","/audio/he/games/letter-storybook/letters/yod/image-alt.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.intro","זאת האות י.","/audio/he/games/letter-storybook/letters/yod/intro.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.name","יוד","/audio/he/games/letter-storybook/letters/yod/name.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.prompt","איפה האות י? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/yod/prompt.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.retry","ננסה שוב יחד. מחפשים את האות י.","/audio/he/games/letter-storybook/letters/yod/retry.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.sound","יוד. האות י.","/audio/he/games/letter-storybook/letters/yod/sound.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.story","דובי פוגש את ילד בשביל האותיות.","/audio/he/games/letter-storybook/letters/yod/story.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.success","יופי! מצאנו את האות י.","/audio/he/games/letter-storybook/letters/yod/success.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.symbol","י","/audio/he/games/letter-storybook/letters/yod/symbol.mp3","yes"
"letter-yod","common.games.letterStorybook.letters.yod.word","ילד","/audio/he/games/letter-storybook/letters/yod/word.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.hint1","רמז ראשון: שומעים זין.","/audio/he/games/letter-storybook/letters/zayin/hint1.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.hint2","רמז שני: מחפשים את ז בתחילת זברה.","/audio/he/games/letter-storybook/letters/zayin/hint2.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.hint3","רמז שלישי: דובי מצביע על ז, ועכשיו אתם נוגעים.","/audio/he/games/letter-storybook/letters/zayin/hint3.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.imageAlt","זברה עם פסים ברורים ליד תחנת המים","/audio/he/games/letter-storybook/letters/zayin/image-alt.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.intro","זאת האות ז.","/audio/he/games/letter-storybook/letters/zayin/intro.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.name","זין","/audio/he/games/letter-storybook/letters/zayin/name.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.prompt","איפה האות ז? נוגעים בה יחד.","/audio/he/games/letter-storybook/letters/zayin/prompt.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.retry","ננסה שוב יחד. מחפשים את האות ז.","/audio/he/games/letter-storybook/letters/zayin/retry.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.sound","זין. האות ז.","/audio/he/games/letter-storybook/letters/zayin/sound.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.story","דובי פוגש את זברה בשביל האותיות.","/audio/he/games/letter-storybook/letters/zayin/story.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.success","יופי! מצאנו את האות ז.","/audio/he/games/letter-storybook/letters/zayin/success.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.symbol","ז","/audio/he/games/letter-storybook/letters/zayin/symbol.mp3","yes"
"letter-zayin","common.games.letterStorybook.letters.zayin.word","זברה","/audio/he/games/letter-storybook/letters/zayin/word.mp3","yes"
"global","common.games.letterStorybook.modes.core","מצב למידה מלא","/audio/he/games/letter-storybook/modes/core.mp3","yes"
"global","common.games.letterStorybook.modes.stretch","מצב אתגר מתקדם","/audio/he/games/letter-storybook/modes/stretch.mp3","yes"
"global","common.games.letterStorybook.modes.support","מצב האזנה ועזרה","/audio/he/games/letter-storybook/modes/support.mp3","yes"
"global","common.games.letterStorybook.subtitle","מקשיבים, מזהים אותיות ואוספים תגי אותיות","/audio/he/games/letter-storybook/subtitle.mp3","yes"
"global","common.games.letterStorybook.title","הסיפור של האותיות עם דובי","/audio/he/games/letter-storybook/title.mp3","yes"
"between-scenes","common.games.letterStorybook.transitions.celebration","יש! אספתם את כל האותיות.","/audio/he/games/letter-storybook/transitions/celebration.mp3","yes"
"between-scenes","common.games.letterStorybook.transitions.checkpoint","עכשיו עוצרים לעמוד בדיקה קצר.","/audio/he/games/letter-storybook/transitions/checkpoint.mp3","yes"
"between-scenes","common.games.letterStorybook.transitions.finalBridge","נהדר, עוברים לגשר האותיות הסופיות.","/audio/he/games/letter-storybook/transitions/final-bridge.mp3","yes"
"between-scenes","common.games.letterStorybook.transitions.nextLetter","מצוין, ממשיכים לאות הבאה.","/audio/he/games/letter-storybook/transitions/next-letter.mp3","yes"
"parent-dashboard","common.parentDashboard.games.letterStorybook.confusions","זוג האותיות שמתבלבלים בו הכי הרבה כרגע הוא {{confusedPair}}.","/audio/he/parent-dashboard/games/letter-storybook/confusions.mp3","yes"
"parent-dashboard","common.parentDashboard.games.letterStorybook.nextStep","הצעד הבא: תרגלו בבית שתי אותיות מבלבלות, הדגישו את הצליל הראשון, והמשיכו לקריאה קצרה עם ניקוד.","/audio/he/parent-dashboard/games/letter-storybook/next-step.mp3","yes"
"parent-dashboard","common.parentDashboard.games.letterStorybook.progressSummary","הילד השלים {{pagesCompleted}} עמודים, זיהה נכון {{lettersMastered}} אותיות, ומגמת ההסתמכות על רמזים היא {{hintTrend}}.","/audio/he/parent-dashboard/games/letter-storybook/progress-summary.mp3","yes"
